Control vs. Low dose						
WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chrIV:7967347:7969600:F57H12.5:WBGene00019020	71,71669951	-1,028139384	0,254180113	-4,044924562	5,234E-05	0,004280641
chrIV:10695305:10697071:allo-1:WBGene00011292	5986,359431	0,387986181	0,095934029	4,044301969	5,24792E-05	0,004280641
chrII:6234480:6235505:T24H7.9:WBGene00305157	2960,496876	0,593892508	0,146857331	4,044009945	5,25447E-05	0,004280641
chrX:13288916:13290632:R04D3.3:WBGene00011011	440,8207967	0,749824349	0,185830891	4,034982254	5,46064E-05	0,004413965
chrII:1807406:1808317:C08F1.8:WBGene00015611	132,678263	0,676782268	0,167744907	4,034592041	5,46972E-05	0,004413965
chrIV:3867146:3871842:F37C4.4:WBGene00018144	1123,125537	0,436241302	0,108206272	4,031571305	5,54052E-05	0,004450103
chrIII:10335171:10337542:ced-9:WBGene00000423	4848,192286	0,471543956	0,117130275	4,025807625	5,67801E-05	0,004539224
chrIV:568361:570844:F56A11.5:WBGene00018925	959,0093165	0,463369393	0,115149913	4,024053332	5,7205E-05	0,004551918
chrI:3148013:3150349:dscc-1:WBGene00019595	1472,992073	0,511200961	0,127203753	4,018756921	5,8506E-05	0,004608297
chrI:10624463:10625387:arch-1:WBGene00016621	948,2485213	0,737802177	0,183636537	4,017730829	5,87613E-05	0,004608297
chrII:2649834:2650813:F22E5.6:WBGene00017705	8,166358796	3,665120787	0,912488173	4,016622787	5,90381E-05	0,004608297
chrI:11032338:11034055:Y52B11A.8:WBGene00013127	1221,769268	0,729836526	0,181723175	4,016199498	5,91442E-05	0,004608297
chrV:13346277:13356180:twk-43:WBGene00006693	403,7946664	-0,705285982	0,17563052	-4,015737018	5,92603E-05	0,004608297
chrIII:12975067:12977862:ZK1010.2:WBGene00014176	591,0789511	0,408828129	0,101869665	4,01324701	5,98892E-05	0,004636128
chrX:9428430:9430424:B0272.4:WBGene00007130	1024,335468	0,429753984	0,107222039	4,008075095	6,12157E-05	0,004676501
chrV:13907985:13908967:C06B3.6:WBGene00007365	297,0648668	0,912952588	0,227797645	4,00773497	6,13039E-05	0,004676501
chrII:12627186:12627570:nspe-7:WBGene00012593	415,77828	2,327632033	0,580863695	4,007191449	6,14451E-05	0,004676501
chrX:15076703:15077744:H40L08.7:WBGene00303024	714,8932961	0,864617091	0,215778582	4,006964379	6,15041E-05	0,004676501
chrII:5517156:5517743:ZK177.9:WBGene00022674	19,6933099	1,724591518	0,430729016	4,003889809	6,23094E-05	0,004695254
chrIV:8268323:8272526:K07H8.5:WBGene00019506	40,5490343	-0,674991773	0,168609919	-4,003274409	6,24718E-05	0,004695254
chrII:1818892:1820094:fbxa-3:WBGene00020363	61,00456041	0,789835488	0,197318639	4,002842782	6,25859E-05	0,004695254
chrX:5717537:5720268:C41G11.1:WBGene00016568	298,8277566	-0,443492257	0,110836932	-4,001303972	6,29944E-05	0,004695254
chrX:4344214:4345654:F14H12.3:WBGene00017471	91,38188262	2,177893109	0,544529949	3,999583704	6,3454E-05	0,004695254
chrV:6583760:6587421:ZK1055.4:WBGene00022845	426,3023855	-0,487228007	0,121834407	-3,999100251	6,35837E-05	0,004695254
chrIII:12818657:12820252:Y37D8A.25:WBGene00012560	476,9802426	0,632247322	0,158110358	3,998772306	6,36719E-05	0,004695254
chrX:15076690:15077697:H40L08.2:WBGene00014793	710,1730165	0,864848829	0,216505574	3,994579962	6,4809E-05	0,004758597
chrIV:10219372:10221281:tram-1:WBGene00007696	7583,455437	0,415361519	0,104018783	3,99313957	6,52042E-05	0,004767149
chrII:7075613:7077188:T02G5.7:WBGene00020166	4041,091631	0,437841066	0,1097956	3,98778337	6,66935E-05	0,004855288
chrIV:7961888:7973481:frpr-10:WBGene00019019	132,4268585	-0,711228557	0,178549589	-3,983367095	6,79457E-05	0,004925486
chrI:5052528:5055000:C46H11.10:WBGene00016734	613,7889126	-0,590928422	0,148394234	-3,98215219	6,8294E-05	0,004929849
chrIII:11565832:11568007:Y66D12A.10:WBGene00013436	1047,849402	0,543032453	0,136525915	3,977504575	6,96423E-05	0,005006051
chrIII:13735022:13736541:W06F12.3:WBGene00012307	172,3040945	-0,531730862	0,133725626	-3,976282474	7,0001E-05	0,005010781
chrIII:5782464:5790313:Y39G10AL.5:WBGene00200608	777,079681	0,637282225	0,160358756	3,974103073	7,0645E-05	0,005035809
chrV:6499223:6502428:W01A11.1:WBGene00020909	562,850136	0,373677254	0,094180619	3,967666167	7,25799E-05	0,005144138
chrII:12915416:12919010:F58G1.2:WBGene00010264	349,7477904	0,474487547	0,119606983	3,967055565	7,2766E-05	0,005144138
chrIII:472316:475357:nemp-1:WBGene00017328	3385,372241	0,470743041	0,118880129	3,959812663	7,50086E-05	0,005268706
chrIII:13142170:13152858:Y39E4B.10:WBGene00012719	1650,662538	0,345202613	0,087186979	3,959336792	7,51582E-05	0,005268706
chrIII:7268409:7275396:psd-1:WBGene00015159	1734,422462	0,297645152	0,075199399	3,958078853	7,5555E-05	0,005268706
chrI:14755153:14756432:mtx-1:WBGene00009559	1869,269071	0,370361299	0,093586279	3,9574316	7,576E-05	0,005268706
chrIV:2111889:2113422:C23H5.8:WBGene00016027	1427,971682	1,162587601	0,294375014	3,949341985	7,83663E-05	0,005423054
chrII:3816525:3818238:fbxa-24:WBGene00018803	311,4852169	0,823234892	0,208510951	3,948161421	7,87537E-05	0,005423054
chrIII:7311289:7313218:F56C9.3:WBGene00018948	716,0625206	0,339694507	0,086050351	3,947624885	7,89303E-05	0,005423054
chrV:5354052:5358872:nhr-216:WBGene00020385	71,95557112	-0,768084643	0,194621748	-3,946550935	7,92851E-05	0,005425635
chrII:6234480:6244287:tat-4:WBGene00020784	3273,432157	0,508915465	0,128983243	3,945593651	7,96025E-05	0,005425656
chrX:6240982:6242709:got-2.2:WBGene00015778	1635,722104	0,478579547	0,121462389	3,940145992	8,1432E-05	0,005528331
chrX:7272316:7280322:unc-10:WBGene00006750	1030,067632	-0,966605268	0,245384894	-3,939139259	8,17745E-05	0,005529634
chrIV:10140329:10142061:gst-2:WBGene00001750	50,7769801	-0,774027877	0,196833757	-3,932393958	8,41041E-05	0,005664774
chrII:9684087:9686713:ZK1320.9:WBGene00014258	835,7963478	0,361241309	0,09199381	3,926800172	8,60834E-05	0,005765703
chrI:5432138:5433054:dpy-5:WBGene00001067	119,159744	0,663949015	0,169104662	3,926260854	8,62766E-05	0,005765703
chrI:12399322:12401206:T15D6.12:WBGene00011786	147,3049071	1,86273557	0,474786937	3,923308381	8,73412E-05	0,005792423
chrII:6490157:6491340:rsp-5:WBGene00004702	3535,993246	0,553425426	0,141090359	3,922489332	8,76388E-05	0,005792423
chrIII:8591238:8593720:C06E1.7:WBGene00015522	65,57794391	-0,496513369	0,126603829	-3,921787949	8,78943E-05	0,005792423
chrV:7529115:7529450:C54F6.5:WBGene00016923	79,61309414	0,957722052	0,244228732	3,921414343	8,80307E-05	0,005792423
chrIII:10421780:10424006:M03C11.6:WBGene00010843	149,1577674	0,52597506	0,134179008	3,919950421	8,85672E-05	0,005805392
chrIV:11959653:11972768:ZK829.9:WBGene00014097	8229,606668	0,457328904	0,11674758	3,917245254	8,95666E-05	0,005848495
chrIV:762415:763680:col-103:WBGene00000677	321,1315169	1,59741584	0,408243559	3,91289906	9,11947E-05	0,005932161
chrV:3989376:3989770:nlp-27:WBGene00003765	215,1396881	2,109217877	0,539436972	3,910035809	9,22824E-05	0,005956945
chrIV:4665378:4667358:F29B9.1:WBGene00017919	794,5256105	0,496850812	0,127099224	3,90915693	9,26188E-05	0,005956945
chrII:13945324:13945647:W07G1.25:WBGene00271643	17,16404707	2,295938725	0,587323818	3,9091531	9,26203E-05	0,005956945
chrIV:11131278:11133787:ard-1:WBGene00000181	4877,539505	0,665257297	0,170223347	3,908143673	9,3008E-05	0,005959479
chrX:16698130:16698291:F22H10.10:WBGene00219912	53,98368701	1,13440853	0,290522099	3,904723721	9,43331E-05	0,005992058
chrII:7662705:7663754:F18A1.7:WBGene00017548	3217,1411	0,696231819	0,178332827	3,904114755	9,45709E-05	0,005992058
chrIV:8752698:8754827:elli-1:WBGene00008968	518,2243766	0,693196709	0,177670775	3,901579819	9,55669E-05	0,005992058
chrIII:13169915:13173106:Y39E4B.5:WBGene00012716	467,2817805	0,578565662	0,148294317	3,901468871	9,56108E-05	0,005992058
chrV:13487025:13489626:T10G3.3:WBGene00011694	807,4677759	-0,499676726	0,128080126	-3,901282293	9,56845E-05	0,005992058
chrII:7065617:7067051:nos-2:WBGene00003784	1336,866689	0,698543037	0,179072188	3,900901894	9,5835E-05	0,005992058
chrI:9416703:9418884:marc-3:WBGene00007643	569,4274504	0,714091541	0,183109867	3,89979827	9,62729E-05	0,005992058
chrIII:9785954:9789657:R10E11.5:WBGene00011217	306,6409058	-0,772230022	0,198064548	-3,898880588	9,66384E-05	0,005992058
chrIII:7362618:7363464:numr-1:WBGene00017270	292,9788504	1,829858557	0,469443815	3,897928776	9,70189E-05	0,005992058
chrIII:7362618:7363464:numr-2:WBGene00017267	292,9788504	1,829858557	0,469443815	3,897928776	9,70189E-05	0,005992058
chrX:5369315:5372639:F35C8.8:WBGene00018038	303,7311455	-0,418787979	0,107510036	-3,895338466	9,80617E-05	0,006034675
chrV:4687973:4689231:K03B4.2:WBGene00019354	2342,834526	0,489514222	0,125788944	3,891552059	9,9605E-05	0,006107679
chrI:9581785:9582583:K07A1.17:WBGene00044987	305,6796306	0,771295895	0,198314834	3,889249624	0,000100555	0,006135787
chrIV:15643517:15643841:Y105C5A.12:WBGene00013636	109,6654139	1,356644023	0,348932149	3,887988039	0,000101079	0,006135787
chrX:15077647:15077746:H40L08.6:WBGene00219996	66,68554772	0,69316224	0,178298089	3,8876594	0,000101216	0,006135787
chrV:18350141:18350515:C08E8.3:WBGene00007439	188,7553337	2,107699627	0,542245698	3,88698266	0,000101498	0,006135787
chrIII:11580693:11581402:Y66D12A.6:WBGene00013432	115,9108775	0,798842393	0,205573855	3,88591434	0,000101945	0,006139244
chrIV:5649532:5651079:csn-5:WBGene00000817	2956,226727	0,467467564	0,120322079	3,885135365	0,000102273	0,006139244
chrV:6453225:6454968:acl-9:WBGene00022646	2323,359724	0,268250559	0,069079459	3,88321744	0,000103083	0,006166256
chrII:1619813:1621277:fbxa-158:WBGene00015602	50,36698896	1,386266602	0,357265112	3,880218237	0,000104363	0,006192763
chrII:12471804:12473086:F15A4.6:WBGene00008841	94,54119687	1,999659597	0,515374464	3,880012958	0,000104451	0,006192763
chrIV:11314077:11315116:B0035.3:WBGene00007106	616,9325891	0,719421256	0,185494111	3,878404822	0,000105144	0,006192763
chrV:3890967:3892026:C17E7.12:WBGene00015905	805,3261378	0,999556054	0,257776215	3,877611655	0,000105487	0,006192763
chrIV:12408924:12410470:dsb-1:WBGene00008580	478,3241456	0,636654961	0,164218705	3,876872366	0,000105808	0,006192763
chrX:12365687:12367255:F19H6.4:WBGene00008959	672,2973708	0,687533324	0,177345919	3,876792472	0,000105843	0,006192763
chrV:156824:166866:ttb-1:WBGene00006648	3058,753033	0,395270417	0,101971264	3,876292229	0,00010606	0,006192763
chrII:10579365:10579955:rpb-6:WBGene00007355	7554,624679	0,689088816	0,178234029	3,866202323	0,000110543	0,006432564
chrX:3050364:3054585:twk-26:WBGene00006679	45,23733837	-0,912556369	0,236099088	-3,865141447	0,000111025	0,006438688
chrI:7656977:7658291:F26A3.4:WBGene00009142	349,4582075	0,711037022	0,18405455	3,863186324	0,000111918	0,006466915
chrV:4040408:4042021:C49G7.10:WBGene00016788	234,1107766	1,338493955	0,346542487	3,862423819	0,000112268	0,006466915
chrIV:8520893:8538184:pkg-2:WBGene00015650	2241,267886	0,469259607	0,121569065	3,860024817	0,000113376	0,00650882
chrIV:11479353:11480369:mbf-1:WBGene00003148	3121,471129	0,524170567	0,135994135	3,854361559	0,000116032	0,006639049
chrV:5961806:5969175:mcp-1:WBGene00015678	1672,817234	0,349892921	0,09081922	3,852630767	0,000116856	0,006663882
chrV:6015775:6016031:F29G9.19:WBGene00219925	159,0120635	-0,647214661	0,168273645	-3,846203372	0,000119962	0,00679843
chrI:6176067:6178067:T09B4.3:WBGene00020377	89,14026351	-0,605961776	0,157552008	-3,846106324	0,00012001	0,00679843
chrV:12922607:12924156:dhrs-4:WBGene00010063	791,0939082	0,468755614	0,121915048	3,844936482	0,000120584	0,006808401
chrII:2580900:2583346:sri-74:WBGene00005586	14,39678648	2,24426217	0,584819817	3,837527568	0,000124279	0,00699398
chrX:1117188:1119405:C05D9.7:WBGene00015474	2634,787464	0,428502101	0,111700498	3,836170017	0,000124968	0,007009676
chrX:12222116:12226081:cest-9.2:WBGene00007695	393,949991	-0,524914391	0,136897932	-3,834348582	0,000125897	0,007034184
chrIII:2562211:2566589:nhr-239:WBGene00021848	304,0974232	0,663577939	0,173137915	3,832655245	0,000126768	0,007034184
chrII:13611769:13613196:gst-15:WBGene00001763	139,7215499	0,684997437	0,178742048	3,832323977	0,000126938	0,007034184
chrV:4322120:4325515:nhr-125:WBGene00003715	164,6196225	-0,582950092	0,152130379	-3,83191113	0,000127152	0,007034184
chrII:11260086:11261192:T05B9.1:WBGene00011464	3275,017337	0,518555066	0,135346529	3,8313141	0,000127461	0,007034184
chrIV:9516991:9518433:C33A12.19:WBGene00007890	212,6840621	1,175419868	0,306868484	3,83037011	0,000127951	0,007038521
chrI:332610:337839:daf-25:WBGene00000917	2674,303342	0,36938743	0,096522049	3,826974586	0,000129728	0,007113413
chrV:1805177:1805875:hsp-16.41:WBGene00002018	651,7010922	1,122824396	0,293663669	3,823504615	0,000131568	0,00719127
chrIV:9274415:9283113:nmy-3:WBGene00012437	254,8323411	-1,189886055	0,31167541	-3,817709122	0,000134697	0,00729619
chrIII:4594542:4595821:asb-1:WBGene00000206	2990,52093	0,658262023	0,172427444	3,817617471	0,000134747	0,00729619
chrV:6436644:6437884:hpo-19:WBGene00020268	2042,622697	0,24808069	0,064998137	3,816735379	0,000135229	0,00729619
chrX:16621806:16622739:C06G1.2:WBGene00015546	1260,870487	-0,355060967	0,09304953	-3,815827599	0,000135727	0,00729619
chrIV:1006082:1009734:Y55F3AM.9:WBGene00021926	879,9113469	0,252915169	0,066283605	3,815651982	0,000135824	0,00729619
chrII:9035561:9038301:gcs-1:WBGene00001527	4907,327718	-0,753756546	0,197564265	-3,815247393	0,000136047	0,00729619
chrX:5567239:5590806:mec-2:WBGene00003166	1227,386057	-0,407591829	0,107020721	-3,808531883	0,000139794	0,007457047
chrIII:1026461:1031078:Y34F4.5:WBGene00021340	338,1224682	0,576815535	0,15146219	3,808313712	0,000139918	0,007457047
chrV:19411132:19416575:C25F9.4:WBGene00007724	31,68472214	-1,270668398	0,333764878	-3,807076425	0,000140619	0,007471165
chrIV:13370595:13371609:Y62E10A.2:WBGene00013373	3046,399315	0,694166098	0,182492349	3,803809318	0,000142488	0,007547005
chrII:12623184:12624533:Y38E10A.14:WBGene00012592	335,3552274	1,205797399	0,317112831	3,802423877	0,000143287	0,007565923
chrI:13534717:13537014:Y87G2A.2:WBGene00013594	854,6604443	0,50987051	0,134134768	3,801180852	0,000144008	0,007580588
chrIV:13370711:13371613:Y62E10A.24:WBGene00302968	3037,516418	0,694220106	0,182705824	3,799660511	0,000144894	0,007603847
chrX:1831630:1831762:C14E2.12:WBGene00219816	98,210904	1,256951908	0,330902098	3,798561316	0,000145538	0,007614286
chrIII:2567403:2571547:Y54F10AR.2:WBGene00021855	762,8431622	0,391193658	0,103010704	3,79760203	0,000146103	0,0076205
chrIV:10861401:10864232:rbm-22:WBGene00011722	5837,82872	0,316564719	0,083528299	3,789909802	0,000150702	0,007836504
chrV:15140546:15143923:K08F9.3:WBGene00010686	48,09454277	1,183923533	0,312673231	3,786456329	0,000152811	0,007899328
chrX:1054080:1056845:ncs-3:WBGene00003565	288,6217348	-0,652221093	0,172262648	-3,786201471	0,000152968	0,007899328
chrIV:8499309:8500076:mesp-1:WBGene00016178	229,238092	0,749238709	0,197914458	3,785669406	0,000153295	0,007899328
chrIV:10985984:10987426:cyb-2.1:WBGene00000866	753,6133917	0,684929339	0,181111568	3,781808884	0,000155693	0,00799878
chrI:10348054:10349369:ZC434.8:WBGene00013894	1639,699675	0,620124492	0,164059685	3,779871281	0,000156909	0,008037147
chrX:17213143:17214903:acdh-10:WBGene00020366	11293,43064	0,508166355	0,134480637	3,778732505	0,000157629	0,008049883
chrI:2468045:2471935:Y74C10AL.2:WBGene00022280	2342,178792	0,713353247	0,188982117	3,774712969	0,000160192	0,008156443
chrX:9312515:9314497:ttr-38:WBGene00044788	55,42654798	1,733605168	0,459417537	3,773484967	0,000160983	0,008172391
chrV:1130087:1131942:W07B8.4:WBGene00021072	6,775872795	2,169174948	0,575003794	3,77245328	0,00016165	0,008181989
chrII:9584383:9586815:ugt-58:WBGene00009450	1651,663179	0,399454998	0,105956529	3,769989473	0,000163254	0,008215101
chrIV:3580969:3582909:blos-7:WBGene00021376	637,0704207	0,610781647	0,162012181	3,769973625	0,000163265	0,008215101
chrIII:2743718:2746653:Y71H2AM.14:WBGene00022179	144,8180855	-0,638020909	0,169472544	-3,764744973	0,000166719	0,008341388
chrIII:13342683:13343710:dro-1:WBGene00001092	749,2130656	0,502805894	0,133558056	3,764699106	0,00016675	0,008341388
chrIII:7949974:7951601:let-754:WBGene00002879	1256,138946	0,562422369	0,149457929	3,763081495	0,000167832	0,008371073
chrV:16044293:16045940:T10C6.15:WBGene00050899	50,3949514	1,112963806	0,296061514	3,75923163	0,000170436	0,008476218
chrIII:9851853:9854102:K11H3.3:WBGene00010780	3502,585688	0,279441878	0,074352112	3,758358289	0,000171032	0,008481197
chrIII:5415800:5415851:W03A5.8:WBGene00220116	69,93298051	-0,664481012	0,176844167	-3,757438107	0,000171662	0,008487833
chrV:10109832:10112287:C08B6.3:WBGene00007424	196,6185994	-0,545243353	0,145247961	-3,753879556	0,000174119	0,008584496
chrIII:3841241:3843614:C36A4.4:WBGene00007965	1085,635652	0,556413241	0,148315202	3,75155906	0,000175738	0,008623367
chrX:7599815:7608135:twk-17:WBGene00006671	467,7190079	-0,554498191	0,147814662	-3,751307095	0,000175915	0,008623367
chrX:13349638:13350804:mxl-3:WBGene00003511	543,7157169	0,629989709	0,167996923	3,750007422	0,000176829	0,008643418
chrII:2678040:2679162:F22E5.17:WBGene00017712	349,0131428	0,849767609	0,226749444	3,747606138	0,00017853	0,008697662
chrI:5318224:5319301:F48C1.6:WBGene00018599	554,8902491	0,533838968	0,142518981	3,745739435	0,000179863	0,008697662
chrV:13734310:13736154:F35E12.6:WBGene00009430	72,07150926	1,121224337	0,29934266	3,745621617	0,000179948	0,008697662
chrV:10510443:10514371:dmsr-8:WBGene00007951	156,4518475	-0,43001685	0,114806273	-3,745586717	0,000179973	0,008697662
chrX:9021921:9022833:T25B6.6:WBGene00020792	41,25167834	1,577154622	0,421769482	3,739375864	0,000184478	0,008890267
chrIV:14798148:14799229:arl-8:WBGene00000192	4635,454384	0,48937523	0,130975891	3,736376402	0,000186691	0,008927962
chrIV:11738161:11738659:K01A6.7:WBGene00045096	71,77681529	1,251961865	0,335103411	3,736046321	0,000186936	0,008927962
chrIII:4744869:4746025:F17C8.6:WBGene00008911	69,10903839	-0,737017635	0,197307676	-3,735372345	0,000187438	0,008927962
chrI:5430163:5431450:F27C1.2:WBGene00017852	6293,71596	0,483352651	0,129425172	3,734610839	0,000188006	0,008927962
chrIII:6723388:6725724:F37A4.1:WBGene00018131	3119,23551	0,292167524	0,078247526	3,733888339	0,000188546	0,008927962
chrII:13590640:13593797:clec-146:WBGene00013008	117,7064105	1,675344831	0,448837347	3,732632412	0,000189489	0,008927962
chrII:2988306:2991297:lido-7:WBGene00019513	1050,203386	0,532469263	0,142652653	3,732627824	0,000189492	0,008927962
chrII:5544511:5544864:ins-13:WBGene00002096	7,79217918	2,167155881	0,58064456	3,732327883	0,000189718	0,008927962
chrIV:11530616:11548771:M04B2.7:WBGene00010849	80,77523322	-0,537675708	0,144071279	-3,732011762	0,000189957	0,008927962
chrIII:913247:916997:F23H11.6:WBGene00017761	84,13286395	-0,718953537	0,192859633	-3,727859096	0,000193113	0,009051458
chrII:15110143:15116319:Y53F4B.39:WBGene00013176	1877,905557	0,254566619	0,068308319	3,726729348	0,000193981	0,009067266
chrIII:13165658:13169524:snpc-1.2:WBGene00012715	1031,656357	0,541630727	0,14551291	3,722217676	0,000197481	0,009189579
chrX:9450224:9451994:ZK899.2:WBGene00014141	4012,252037	0,369829427	0,099387548	3,721084105	0,000198369	0,009189579
chrX:6684389:6690085:F38B6.6:WBGene00018175	776,2990311	-0,294097446	0,079046071	-3,720582741	0,000198764	0,009189579
chrV:17986259:17995394:Y59A8B.21:WBGene00013353	380,566214	-0,300120647	0,080667386	-3,720470691	0,000198852	0,009189579
chrI:10382745:10385022:maf-1:WBGene00077521	140,650384	-0,764204453	0,205435521	-3,719923654	0,000199283	0,009189579
chrII:7065019:7069966:him-14:WBGene00001872	1400,833732	0,649077332	0,174520289	3,719208428	0,000199848	0,009190863
chrII:13424548:13428970:Y48E1C.2:WBGene00013015	831,1987329	0,356580707	0,09595529	3,716113083	0,000202311	0,009279189
chrX:1710148:1712631:fbxa-52:WBGene00017225	81,50064482	-0,637857389	0,171738434	-3,714121383	0,000203911	0,009327561
chrV:15571473:15572715:fbxa-95:WBGene00009222	127,3768982	0,525120255	0,141467853	3,7119405	0,000205676	0,009363637
